generos,data_lancamento,avaliacao_usuarios,receita,classificacao,titulo,streaming
"Any[""Comédia""]",2019-08-14,6.8,111037232,Sem classificação,Bons Meninos,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Thriller""]",2023-11-24,10.0,0,Sem classificação,O Mundo Depois de Nós,"[""Sem informações de streaming""]"
"Any[""Terror""]",1988-11-09,6.7,44196684,16,Brinquedo Assassino,"[""MGM Amazon Channel""]"
"Any[""Drama""]",2023-10-13,0.0,0,Sem classificação,動物感傷の清晨,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Fantasia"", ""Cinema TV""]",2022-11-26,6.3,0,Sem classificação,12 Vésperas de Natal,"[""HBO Max"", ""NOW""]"
"Any[""Ação"", ""Comédia"", ""Ficção científica""]",2012-05-23,6.5,624026776,10,MIB - Homens de Preto III,"[""Amazon Prime Video"", ""Star Plus"", ""Claro video"", ""Paramount Plus"", ""HBO Max"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Comédia"", ""Fantasia"", ""Ficção científica""]",2019-01-25,5.1,400900,Sem classificação,Deu a Louca nos Nazis 2,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2009-05-06,7.4,385680446,12,Star Trek,"[""Netflix"", ""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2016-05-11,6.2,349779543,L,Angry Birds: O Filme,"[""Amazon Prime Video"", ""Netflix"", ""Claro video"", ""Paramount Plus"", ""NOW"", ""Paramount+ Amazon Channel"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Aventura"", ""Comédia"", ""Família""]",1996-11-21,6.0,129800000,L,Um Herói de Brinquedo,"[""Disney Plus""]"
"Any[""Terror"", ""Thriller""]",2014-07-17,6.6,111928365,16,Uma Noite de Crime: Anarquia,"[""Amazon Prime Video"", ""Star Plus"", ""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Ação"", ""Aventura""]",2021-07-22,6.5,36964325,14,G.I. Joe Origens: Snake Eyes,"[""Telecine Play""]"
"Any[""Drama"", ""Faroeste""]",2023-10-20,6.1,0,Sem classificação,Jornada Para o Inferno,"[""NOW""]"
"Any[""Drama"", ""Romance""]",2013-05-09,7.4,351040419,14,O Grande Gatsby,"[""Amazon Prime Video"", ""HBO Max"", ""NOW""]"
"Any[""Drama"", ""Faroeste""]",1968-12-21,8.3,5380118,14,Era uma Vez no Oeste,"[""Looke"", ""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Aventura"", ""Família"", ""Ficção científica""]",2005-11-06,6.4,65079104,L,Zathura: Uma Aventura Espacial,"[""Amazon Prime Video"", ""Claro video""]"
"Any[""Drama"", ""Thriller""]",2023-04-26,6.2,0,,O Demônio dos Mares,"[""Amazon Prime Video""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",2012-08-17,7.2,0,Sem classificação,Tinker Bell: O Segredo das Fadas,"[""Disney Plus""]"
"Any[""Drama"", ""Thriller""]",2023-11-24,10.0,0,Sem classificação,O Mundo Depois de Nós,"[""Sem informações de streaming""]"
"Any[""Terror""]",1988-11-09,6.7,44196684,16,Brinquedo Assassino,"[""MGM Amazon Channel""]"
"Any[""Drama""]",2023-10-13,0.0,0,Sem classificação,動物感傷の清晨,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Fantasia"", ""Cinema TV""]",2022-11-26,6.3,0,Sem classificação,12 Vésperas de Natal,"[""HBO Max"", ""NOW""]"
"Any[""Ação"", ""Comédia"", ""Ficção científica""]",2012-05-23,6.5,624026776,10,MIB - Homens de Preto III,"[""Amazon Prime Video"", ""Star Plus"", ""Claro video"", ""Paramount Plus"", ""HBO Max"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Comédia"", ""Fantasia"", ""Ficção científica""]",2019-01-25,5.1,400900,Sem classificação,Deu a Louca nos Nazis 2,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2009-05-06,7.4,385680446,12,Star Trek,"[""Netflix"", ""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Ficção científica""]",2021-10-14,8.0,60692022,,Ron Bugado,"[""Disney Plus""]"
"Any[""Aventura"", ""Comédia"", ""Família""]",1996-11-21,6.0,129800000,L,Um Herói de Brinquedo,"[""Disney Plus""]"
"Any[""Terror"", ""Thriller""]",2014-07-17,6.6,111928365,16,Uma Noite de Crime: Anarquia,"[""Amazon Prime Video"", ""Star Plus"", ""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Ação"", ""Aventura""]",2021-07-22,6.5,36964325,14,G.I. Joe Origens: Snake Eyes,"[""Telecine Play""]"
"Any[""Drama"", ""Faroeste""]",2023-10-20,6.1,0,Sem classificação,Jornada Para o Inferno,"[""NOW""]"
"Any[""Drama"", ""Romance""]",2013-05-09,7.4,351040419,14,O Grande Gatsby,"[""Amazon Prime Video"", ""HBO Max"", ""NOW""]"
"Any[""Drama"", ""Faroeste""]",1968-12-21,8.3,5380118,14,Era uma Vez no Oeste,"[""Looke"", ""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Aventura"", ""Família"", ""Ficção científica""]",2005-11-06,6.4,65079104,L,Zathura: Uma Aventura Espacial,"[""Amazon Prime Video"", ""Claro video""]"
"Any[""Drama"", ""Thriller""]",2023-04-26,6.2,0,,O Demônio dos Mares,"[""Amazon Prime Video""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",2012-08-17,7.2,0,Sem classificação,Tinker Bell: O Segredo das Fadas,"[""Disney Plus""]"
"Any[""Comédia"", ""Fantasia"", ""Terror""]",2023-04-07,6.7,26400000,,Renfield: Dando Sangue pelo Chefe,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2016-05-25,6.4,433677183,12,Warcraft - O Primeiro Encontro de Dois Mundos,"[""Amazon Prime Video"", ""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Ação"", ""Drama""]",2015-03-24,7.4,91709827,14,Nocaute,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Crime"", ""Drama"", ""Thriller""]",2023-08-25,6.4,0,Sem classificação,Esquadrão de Elite: Home Run,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Animação"", ""Comédia"", ""Família""]",2004-09-20,6.0,367275019,,O Espanta Tubarões,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2017-06-15,6.5,1031552585,L,Meu Malvado Favorito 3,"[""Globoplay"", ""NOW""]"
"Any[""Comédia"", ""Crime""]",1988-12-02,7.2,78756177,L,Corra que a Polícia Vem Aí!,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Drama"", ""Mistério""]",2017-11-03,6.7,352800000,12,Assassinato no Expresso do Oriente,"[""Star Plus""]"
"Any[""Comédia"", ""Crime"", ""Fantasia"", ""Romance""]",1994-07-29,6.9,351583407,12,O Máskara,"[""HBO Max""]"
"Any[""Drama"", ""Mistério"", ""Ficção científica""]",2006-10-19,8.2,109676311,14,O Grande Truque,"[""HBO Max""]"
"Any[""Drama"", ""Família""]",2019-06-06,7.6,0,12,Eu Acredito,"[""Amazon Prime Video"", ""Looke"", ""Believe"", ""Looke Amazon Channel"", ""Univer Video""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",2022-03-10,6.4,2122288,Sem classificação,Contrato Perigoso,"[""HBO Max"", ""Oi Play""]"
"Any[""Ação"", ""Ficção científica"", ""Thriller""]",2012-09-26,6.9,47042000,16,Looper: Assassinos do Futuro,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Drama"", ""Fantasia"", ""História"", ""Mistério""]",2021-04-15,6.2,6459306,12,Chernobyl: O Filme,"[""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2019-05-24,7.0,429434163,L,Pets: A Vida Secreta dos Bichos 2,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Drama"", ""Romance""]",2000-01-28,5.6,0,Sem classificação,A Pervertida,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Comédia"", ""Família"", ""Fantasia""]",2003-11-21,5.3,133800000,Sem classificação,O Gato,"[""Telecine Play""]"
"Any[""Animação"", ""Comédia"", ""Família""]",2000-06-23,6.8,224834564,L,A Fuga das Galinhas,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",2006-11-14,7.5,599045960,14,007: Cassino Royale,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2011-07-29,5.8,563749323,L,Os Smurfs,"[""Claro video"", ""Paramount Plus"", ""HBO Max"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Mistério"", ""Ficção científica""]",2009-03-04,7.3,185258983,18,Watchmen: O Filme,"[""Telecine Play""]"
"Any[""Ação"", ""Ficção científica"", ""Thriller""]",2009-05-20,6.0,371353001,14,O Exterminador do Futuro 4: A Salvação,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Terror"", ""Thriller""]",1985-08-08,5.7,373530,Sem classificação,Inferno in diretta,"[""Sem informações de streaming""]"
"Any[""Drama""]",1957-04-10,8.5,1000000,,12 Homens e uma Sentença,"[""Sem informações de streaming""]"
"Any[""Animação"", ""Família""]",1940-02-23,7.1,164000000,L,Pinóquio,"[""Disney Plus""]"
"Any[""Terror"", ""Mistério"", ""Thriller""]",2019-06-26,6.4,231252591,14,Annabelle 3: De Volta para Casa,"[""Amazon Prime Video"", ""HBO Max"", ""Oi Play"", ""Telecine Play""]"
"Any[""Terror"", ""Mistério"", ""Ficção científica""]",1997-08-15,6.5,26673242,16,O Enigma do Horizonte,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Família"", ""Fantasia"", ""Romance""]",1986-08-02,8.0,5228752,Sem classificação,O Castelo no Céu,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2016-06-22,5.3,389681935,12,Independence Day: O Ressurgimento,"[""Star Plus""]"
"Any[""Animação"", ""Comédia"", ""Família""]",2021-02-10,6.8,136536687,L,Tom & Jerry: O Filme,"[""Amazon Prime Video"", ""HBO Max"", ""Oi Play""]"
"Any[""Ação"", ""Fantasia"", ""Terror""]",2022-09-25,7.0,0,Sem classificação,Lobisomem na Noite,"[""Disney Plus""]"
"Any[""Drama"", ""Fantasia"", ""Romance""]",2013-09-04,7.9,87100449,12,Questão de Tempo,"[""Amazon Prime Video"", ""Globoplay""]"
"Any[""Ação"", ""Aventura"", ""Drama"", ""Fantasia""]",2007-11-29,4.7,13100000,Sem classificação,Em Nome do Rei,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Fantasia"", ""Terror"", ""Thriller""]",2016-11-24,5.8,81093313,14,Anjos da Noite: Guerras de Sangue,"[""Netflix"", ""Netflix basic with Ads""]"
Any[],2018-09-12,0.0,0,Sem classificação,RSC Live: The Merry Wives of Windsor,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Terror"", ""Thriller""]",2008-10-23,6.2,113864059,18,Jogos Mortais V,"[""Amazon Prime Video"", ""Netflix"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Terror""]",2023-03-11,6.0,0,Sem classificação,O Monstro que vive em Mim,"[""Star Plus""]"
"Any[""Terror"", ""Ficção científica"", ""Thriller""]",2007-11-21,6.9,57470220,18,O Nevoeiro,"[""Amazon Prime Video"", ""HBO Max""]"
"Any[""Comédia""]",1974-10-16,5.9,0,Sem classificação,Célestine... bonne à tout faire,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Thriller""]",2022-03-16,6.7,51783040,14,Ambulância: Um Dia de Crime,"[""Globoplay""]"
"Any[""Crime"", ""Terror"", ""Thriller""]",2007-10-25,6.2,139352633,18,Jogos Mortais IV,"[""Amazon Prime Video"", ""Netflix"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Drama""]",2021-04-15,6.5,0,Sem classificação,Young Adult Matters,"[""KoreaOnDemand""]"
"Any[""Terror"", ""Mistério"", ""Thriller""]",2005-05-05,5.9,68766121,18,A Casa de Cera,"[""HBO Max""]"
"Any[""Romance""]",2023-11-24,0.0,0,Sem classificação,Sugar Baby,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Romance""]",2016-01-28,6.2,0,Sem classificação,뜨거운 이웃,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Crime"", ""Mistério"", ""Thriller""]",2005-04-27,5.0,71100000,12,xXx 2: Estado de Emergência,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2004-11-14,7.0,140161792,L,Bob Esponja: O Filme,"[""Paramount Plus"", ""Globoplay"", ""NOW"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Comédia"", ""Família"", ""Fantasia"", ""Romance""]",2007-11-20,6.8,340487652,L,Encantada,"[""Disney Plus""]"
"Any[""Aventura"", ""Animação"", ""Família""]",2014-12-12,7.3,0,L,Tinker Bell e o Monstro da Terra do Nunca,"[""Disney Plus""]"
"Any[""Comédia""]",2006-04-12,5.5,178262620,14,Todo Mundo em Pânico 4,"[""Sem informações de streaming""]"
"Any[""Drama""]",1933-07-13,7.3,451000,Sem classificação,Serpente de Luxo,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2012-03-07,6.3,284100000,12,John Carter: Entre Dois Mundos,"[""Disney Plus""]"
"Any[""Drama"", ""Romance""]",2014-05-16,7.6,307166834,12,A Culpa é das Estrelas,"[""Disney Plus""]"
"Any[""Fantasia"", ""Terror"", ""Thriller""]",2023-10-11,6.0,0,Sem classificação,Colheita Sombria,"[""Amazon Prime Video""]"
"Any[""Terror"", ""Mistério""]",2000-02-03,6.0,161800000,14,Pânico 3,"[""HBO Max"", ""Globoplay"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Drama""]",2022-06-18,5.7,0,Sem classificação,一周的朋友,"[""Sem informações de streaming""]"
"Any[""Drama"", ""História""]",2023-09-08,8.0,0,Sem classificação,A Milhões de Quilômetros,"[""Amazon Prime Video""]"
"Any[""Drama"", ""Terror""]",2014-05-22,6.5,10312540,16,O Babadook,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2023-12-08,0.0,0,Sem classificação,A Fuga das Galinhas: A Ameaça dos Nuggets,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2018-03-05,6.4,274650803,14,Tomb Raider: A Origem,"[""Amazon Prime Video"", ""MGM Amazon Channel"", ""Telecine Play""]"
"Any[""Terror"", ""Thriller""]",2009-10-22,6.3,68234154,18,Jogos Mortais VI,"[""Amazon Prime Video"", ""Netflix"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Aventura"", ""Drama"", ""Família""]",2019-05-03,8.1,78871079,12,Juntos para Sempre,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Ficção científica"", ""Thriller""]",2006-02-23,7.9,132511035,16,V de Vingança,"[""HBO Max"", ""Oi Play""]"
"Any[""Ação"", ""Mistério"", ""Ficção científica"", ""Thriller""]",2015-07-10,6.4,31807156,16,Sem Retorno,"[""Sem informações de streaming""]"
"Any[""Terror""]",2009-02-11,5.8,91509154,18,Sexta-Feira 13,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Thriller""]",2021-03-18,8.0,61779301,18,Anônimo,"[""Star Plus"", ""Telecine Play""]"
"Any[""Comédia"", ""Drama""]",2022-11-11,7.7,45629909,14,Os Fabelmans,"[""Globoplay"", ""NOW""]"
"Any[""Ação"", ""Mistério"", ""Thriller""]",2023-06-27,6.2,0,Sem classificação,Confidential Informant,"[""Sem informações de streaming""]"
"Any[""Drama"", ""História""]",2013-10-18,7.9,187000000,14,12 Anos de Escravidão,"[""Star Plus""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2009-05-06,7.4,385680446,12,Star Trek,"[""Netflix"", ""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Drama"", ""Ficção científica"", ""Thriller""]",2019-01-16,6.7,247000000,14,Vidro,"[""Star Plus""]"
"Any[""Mistério"", ""Ficção científica"", ""Thriller""]",2011-03-08,7.2,161900000,14,Sem Limites,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",2022-06-24,7.4,0,Sem classificação,A Fera do Mar,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Drama""]",1997-09-27,7.1,1071255,18,Lolita,"[""Looke"", ""HBO Max"", ""Looke Amazon Channel""]"
"Any[""Terror"", ""Mistério"", ""Thriller""]",2018-03-14,7.4,0,Sem classificação,A Casa do Medo - Incidente em Ghostland,"[""Amazon Prime Video"", ""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Terror"", ""Mistério"", ""Thriller""]",2021-09-01,6.8,34891791,16,Maligno,"[""Amazon Prime Video"", ""HBO Max"", ""NOW"", ""Oi Play""]"
"Any[""Ação"", ""Ficção científica"", ""Thriller""]",2003-07-02,6.1,435000000,14,O Exterminador do Futuro 3: A Rebelião das Máquinas,"[""Amazon Prime Video"", ""Netflix"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Aventura"", ""Comédia"", ""Fantasia""]",2021-01-01,6.9,27658331,Sem classificação,Последний богатырь: Корень зла,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Drama"", ""Romance""]",2009-06-01,7.1,317375031,12,A Proposta,"[""Star Plus""]"
"Any[""Terror"", ""Thriller""]",2020-08-18,4.0,0,Sem classificação,Escape: Puzzle of Fear,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2017-03-08,6.5,566652812,12,Kong: A Ilha da Caveira,"[""HBO Max"", ""NOW""]"
"Any[""Drama""]",2023-01-27,0.0,0,Sem classificação,燕交,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Terror"", ""Ficção científica""]",2017-09-23,5.9,0,16,Famintos,"[""Globoplay""]"
"Any[""Ação"", ""Aventura"", ""Thriller"", ""Guerra""]",1982-10-22,7.5,125212904,14,Rambo: Programado Para Matar,"[""Amazon Prime Video"", ""Oldflix"", ""MGM Amazon Channel""]"
"Any[""Drama"", ""Terror"", ""Thriller""]",2022-10-07,6.7,543064,Sem classificação,Cerdita,"[""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Aventura"", ""Drama""]",2005-12-12,6.9,562363449,12,King Kong,"[""Amazon Prime Video"", ""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",1951-07-28,7.2,57200000,L,Alice no País das Maravilhas,"[""Disney Plus""]"
"Any[""Ação"", ""Terror"", ""Thriller""]",2023-09-14,6.9,0,Sem classificação,I Am Rage,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura""]",1998-07-16,6.6,250300000,12,A Máscara do Zorro,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",2014-08-20,6.4,39407616,18,Sin City: A Dama Fatal,"[""MGM Amazon Channel""]"
"Any[""Ação"", ""Drama""]",2022-03-24,7.8,160000000,Sem classificação,"RRR: Revolta, Rebelião, Revolução","[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Crime"", ""Drama""]",1984-05-23,8.4,5500000,18,Era Uma Vez na América,"[""Amazon Prime Video"", ""Star Plus"", ""HBO Max"", ""MUBI""]"
"Any[""Comédia"", ""Família"", ""Fantasia""]",2003-08-05,6.5,160846332,Sem classificação,Sexta-Feira Muito Louca,"[""Disney Plus""]"
"Any[""Drama"", ""Thriller""]",2023-09-28,6.5,0,Sem classificação,Jogo Justo,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2007-11-28,6.3,0,Sem classificação,Shrek Bate o Sino,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Terror"", ""Thriller""]",2014-08-25,6.1,1169603,Sem classificação,Remanescentes: Esquecidos por Deus,"[""Sem informações de streaming""]"
"Any[""Drama"", ""História"", ""Guerra""]",2023-10-27,6.1,0,Sem classificação,মুজিব: একটি জাতির রূপকার,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Música""]",2018-10-24,8.0,910800000,14,Bohemian Rhapsody,"[""Star Plus""]"
"Any[""Animação"", ""Thriller""]",1998-02-28,8.3,112536,Sem classificação,Perfect Blue,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Comédia"", ""Crime"", ""Mistério""]",2016-06-16,6.4,216972543,14,Um Espião e Meio,"[""Amazon Prime Video"", ""Netflix"", ""Star Plus"", ""Globoplay"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Ação"", ""Animação"", ""Comédia"", ""Família""]",2017-02-08,7.2,311950384,L,Lego Batman: O Filme,"[""HBO Max""]"
"Any[""Ação"", ""Aventura"", ""Crime"", ""Thriller""]",2008-10-29,6.3,589580482,14,007: Quantum of Solace,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Comédia"", ""Fantasia""]",2023-11-10,7.7,2500000,,Dream Scenario,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Drama"", ""Thriller""]",2000-04-13,7.4,34300000,18,Psicopata Americano,"[""Amazon Prime Video"", ""Globoplay"", ""MGM Amazon Channel""]"
"Any[""Animação"", ""Fantasia""]",2021-07-02,7.7,1094673,Sem classificação,Os Sete Pecados Capitais: Amaldiçoado pela Luz,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Aventura"", ""Comédia""]",2003-06-27,5.5,259200000,12,As Panteras: Detonando,"[""Amazon Prime Video"", ""Netflix"", ""HBO Max"", ""NOW"", ""Netflix basic with Ads""]"
